id,national_code,title,tga_status,state_code,nominal_hours
1705,ICTGAM414,Create audio for digital games,Current,AUT73,50
1706,ICTGAM415,Develop simple environments for 3-D games,Current,AUT88,30
1707,ICTGAM416,Prepare and complete image rendering processes,Current,AUT97,50
1708,ICTGAM417,Apply digital effects to interactive products,Current,AUT81,50
1709,ICTGAM418,Use simple modelling for animation,Current,AUP49,40
1710,ICTGAM419,Build a database to support a computer game,Current,AUT77,30
1711,ICTGAM501,Create design concepts for digital games and 3-D media,Current,AUT82,30
1712,ICTGAM503,Create a complex 3-D interactive computer game,Current,AUP46,60
1713,ICTGAM504,Manage interactive media production,Current,AUT79,40
1714,ICTGAM506,Create complex code for mobile game devices,Current,AUU07,60
1715,ICTGAM507,Develop intermediate 3-D software for games and interactive media,Current,AUT84,60
1716,ICTGAM508,Develop complex 3-D software for games and interactive media,Current,AUT83,60
1717,ICTGAM509,Design interactive 3-D applications for scientific and mathematical modelling,Current,AUT93,60
1718,ICTGAM510,Prepare games for different platforms and delivery modes,Current,AUT85,50
1719,ICTGAM511,Manage testing of games and interactive media,Current,AUT87,30
1720,ICTGAM512,Create and implement designs for a 3-D games environment,Current,AUT86,50
1721,ICTGAM514,Design and create models for a 3-D and digital effects environment,Current,AUT95,50
1722,ICTGAM515,"Design and create advanced particles, fluids and bodies for 3-D digital effects",Current,AUT90,50
1723,ICTGAM516,Animate a 3-D character for digital games,Current,AUT91,40
1724,ICTGAM517,Produce a digital animation sequence,Current,AUT89,60
1725,ICTGAM518,Animate physical attributes of models and elements,Current,AUT96,30
1726,ICTGAM519,Manage technical art and rigging in 3-D animation,Current,AUU03,50
1727,ICTGAM520,Create and combine 3-D digital games and components,Current,AUT94,30
1728,ICTGAM521,Create interactive 3-D environments for digital games,Current,AUU14,40
1729,ICTGAM522,Complete digital editing for the 3-D and digital effects environment,Current,AUT92,20
1730,ICTGAM523,Collaborate in the design of 3-D game levels and environments,Current,AUU02,40
1731,ICTGAM524,Integrate multiple data sources into interactive 3-D environments,Current,AUT99,30
1732,ICTGAM525,Apply digital texturing for the 3-D environment in digital games,Current,AUU20,30
1733,ICTGAM526,Create complex 3-D characters for games,Current,AUU16,60
1734,ICTGAM527,Integrate database with online game,Current,AUT98,30
1735,ICTGAM528,Create games for mobile devices,Current,AUU04,60
1736,ICTGAM529,Analyse business opportunities in the digital games environment,Current,AUU05,30
1737,ICTGAM530,Develop and implement physics in a 3-D digital game,Current,AUU06,40
1738,ICTGAM531,Complete compositing to create elements for the 3-D and digital effects environment,Current,AUU01,40
1739,ICTICT101,Operate a personal computer,Current,AUU00,20
1740,ICTICT102,Operate word-processing applications,Current,AUX12,30
1741,ICTICT103,"Use, communicate and search securely on the internet",Current,AUU13,50
1742,ICTICT104,Use digital devices,Current,AUU12,30
1743,ICTICT105,Operate spreadsheet applications,Current,AUU17,30
1744,ICTICT106,Operate presentation packages,Current,AUU10,25
1745,ICTICT107,Use personal productivity tools,Current,AUU15,30
1746,ICTICT108,Use digital literacy skills to access the internet,Current,AUU11,20
1747,ICTICT201,Use computer operating systems and hardware,Current,AUU09,60
1748,ICTICT202,Work and communicate effectively in an ICT environment,Current,AUX00,30
1749,ICTICT203,Operate application software packages,Current,AUU08,60
1750,ICTICT204,Operate a digital media technology package,Current,AUU33,40
1751,ICTICT205,Design basic organisational documents using computing packages,Current,AUU22,40
1752,ICTICT206,Install software applications,Current,AUU23,15
1753,ICTICT207,Integrate commercial computing packages,Current,AUU36,25
1754,ICTICT208,Operate accounting applications,Current,AUU39,30
1755,ICTICT209,Interact with ICT clients,Current,AUU18,20
1756,ICTICT210,Operate database applications,Current,AUU21,35
1757,ICTICT211,Identify and use basic current industry specific technologies,Current,AUX23,40
1758,ICTICT212,Incorporate Indigenous needs and perspectives into ICT environment,Current,AUU19,20
1759,ICTICT301,Create user documentation,Current,AUU24,20
1760,ICTICT302,Install and optimise operating system software,Current,AUU25,20
1761,ICTICT303,Connect internal hardware components,Current,AUU27,30
1762,ICTICT304,Implement system software changes,Current,AUU26,15
1763,ICTICT305,Identify and use current industry specific technologies,Current,AUU29,60
1764,ICTICT306,Migrate to new technology,Current,AUU48,25
1765,ICTICT307,Customise packaged software applications for clients,Current,AUU38,40
1766,ICTICT308,Use advanced features of computer applications,Current,AUU37,35
1767,ICTICT401,Determine and confirm client business requirements,Current,AUU30,35
1768,ICTICT402,Determine project specifications and secure client agreement,Current,AUU35,20
1769,ICTICT403,Apply software development methodologies,Current,AUU46,20
1770,ICTICT404,Use online learning tools,Current,AUU45,30
1771,ICTICT405,Develop detailed technical design,Current,AUU28,55
1772,ICTICT406,Build a graphical user interface,Current,AUU31,20
1773,ICTICT407,Maintain website information standards,Current,AUU43,20
1774,ICTICT408,Create technical documentation,Current,AUU32,20
1775,ICTICT409,Develop macros and templates for clients using standard products,Current,AUU42,55
1776,ICTICT410,Conduct post-implementation ICT system reviews,Current,AUU54,20
1777,ICTICT411,Select and employ software and hardware testing tools,Current,AUU40,35
1778,ICTICT412,Coordinate and maintain ICT work teams,Current,AUU34,25
1779,ICTICT413,Relate to clients on a business level,Current,AUU41,20
1780,ICTICT415,Provide one-to-one instruction,Current,AUU50,20
1781,ICTICT416,Contribute to the development of strategic plans,Current,AUU44,20
1782,ICTICT417,"Identify, evaluate and apply current industry-specific technologies to meet industry standards",Current,AUU47,60
1783,ICTICT418,"Contribute to copyright, ethics and privacy in an ICT environment",Current,AUU49,40
1784,ICTICT419,Work effectively in the digital media industry,Current,AUU51,30
1785,ICTICT420,Develop client user interface,Current,AUU61,40
1786,ICTICT421,"Connect, maintain and configure hardware components",Current,AUU55,40
1787,ICTICT422,Participate in ICT services,Current,AUU52,20
1788,ICTICT423,Select cloud storage strategies,Current,AUU62,35
1789,ICTICT501,Research and review hardware technology options for organisations,Current,AUU58,20
1790,ICTICT502,Develop detailed component specifications from project specifications,Current,AUU57,40
1791,ICTICT503,Validate quality and completeness of system design specifications,Current,AUU56,20
1792,ICTICT504,Confirm transition strategy for a new system,Current,AUU53,10
1793,ICTICT505,Determine acceptable developers for projects,Current,AUU69,30
1794,ICTICT506,Implement process re-engineering strategies,Current,AUU60,20
1795,ICTICT507,Select new technology models for business,Current,AUX17,20
1796,ICTICT508,Evaluate vendor products and equipment,Current,AUU74,20
1797,ICTICT509,Gather data to identify business requirements,Current,AUU63,30
1798,ICTICT510,Determine appropriate ICT strategies and solutions,Current,AUU65,25
1799,ICTICT511,Match ICT needs with the strategic direction of the enterprise,Current,AUU64,25
1800,ICTICT512,Plan process re-engineering strategies for business,Current,AUU66,30
1801,ICTICT514,Identify and manage the implementation of current industry specific technologies,Current,AUU59,60
1802,ICTICT515,Verify client business requirements,Current,AUU68,40
1803,ICTICT601,Develop ICT strategic and action plans,Current,AUU70,25
1804,ICTICT602,Develop contracts and manage contracted performance,Current,AUU67,25
1805,ICTICT603,Manage the use of appropriate development methodologies,Current,AUU71,30
1806,ICTICT604,Identify and implement business innovation,Current,AUU80,60
1807,ICTICT605,Implement a knowledge management strategy,Current,AUU75,30
1808,ICTICT606,Develop communities of practice,Current,AUU73,30
1809,ICTICT608,Interact with clients on a business level,Current,AUU72,40
1810,ICTICT609,Lead the evaluation and implementation of current industry specific technologies,Current,AUU83,80
1811,ICTICT610,"Manage copyright, ethics and privacy in an ICT environment",Current,AUU82,30
1812,ICTICT801,Lead research into identifying new marketplace opportunities,Current,AUU77,80
1813,ICTICT802,Direct ICT services,Current,AUU89,80
1814,ICTICT803,Endorse business plan components for a new initiative,Current,AUU81,80
1815,ICTICT804,Direct ICT in a supply chain,Current,AUU76,80
1816,ICTICT805,Direct ICT procurement,Current,AUU78,80
1817,ICTICT806,Direct outsourced ICT services,Current,AUU86,80
1818,ICTICT807,Direct research and business response to new ICT technology,Current,AUX22,80
1819,ICTICT808,Direct the development of a knowledge management strategy for a business,Current,AUU93,80
1820,ICTICT809,Facilitate business analysis,Current,AUU84,80
1821,ICTICT810,Synchronise ICT projects,Current,AUU85,80
1822,ICTICT811,Manage an information architecture project,Current,AUU87,80
1823,ICTICT812,Develop a business intelligence framework,Current,AUU79,80
1824,ICTICT813,Manage ICT services,Current,AUU88,80
1825,ICTICT814,Develop cloud computing strategies for a business,Current,AUU91,35
1826,ICTICT815,Manage automated ICT system applications using enterprise wide operating system,Current,AUU90,45
1827,ICTNWK301,Provide network systems administration,Current,AUP69,20
1828,ICTNWK302,Determine and action network problems,Current,AUP58,30
1829,ICTNWK303,Configure and administer a network operating system,Current,AUP57,40
1830,ICTNWK304,Administer network peripherals,Current,AUP60,20
1831,ICTNWK305,Install and manage network protocols,Current,AUP59,30
1832,ICTNWK306,Evaluate characteristics of cloud computing solutions and services,Current,AUU94,35
1833,ICTNWK401,Install and manage a server,Current,AUP63,20
1834,ICTNWK402,Install and configure virtual machines for sustainable ICT,Current,AUP67,50
1835,ICTNWK403,Manage network and data integrity,Current,AUP64,40
1836,ICTNWK404,"Install, operate and troubleshoot a small enterprise branch network",Current,AUU92,60
1837,ICTNWK405,Build a small wireless local area network,Current,AUP76,20
1838,ICTNWK406,"Install, configure and test network security",Current,AUP65,50
1839,ICTNWK407,Install and configure client-server applications and services,Current,AUP61,40
1840,ICTNWK408,Configure a desktop environment,Current,AUP62,40
1841,ICTNWK409,Create scripts for networking,Current,AUP66,40
1842,ICTNWK410,Install hardware to a network,Current,AUP73,40
1843,ICTNWK411,Deploy software to networked computers,Current,AUU95,35
1844,ICTNWK412,Create network documentation,Current,AUP70,40
1845,ICTNWK414,Create a common gateway interface script,Current,AUP68,40
1846,ICTNWK416,Build security into virtual private networks,Current,AUP75,20
1847,ICTNWK417,Build an enterprise wireless network,Current,AUP72,20
1848,ICTNWK418,Implement backbone technologies in a local area network,Current,AUP71,40
1849,ICTNWK419,Identify and use current virtualisation technologies,Current,AUU99,35
1850,ICTNWK501,"Plan, implement and test enterprise communication solutions",Current,AUV02,80
1851,ICTNWK502,Implement secure encryption technologies,Current,AUU96,20
1852,ICTNWK503,Install and maintain valid authentication processes,Current,AUV00,25
1853,ICTNWK504,Design and implement an integrated server solution,Current,AUV03,50
1854,ICTNWK505,"Design, build and test a network server",Current,AUV09,50
1855,ICTNWK506,"Configure, verify and troubleshoot WAN links and IP services in a medium enterprise network",Current,AUV06,90
1856,ICTNWK507,"Install, operate and troubleshoot medium enterprise routers",Current,AUV08,120
1857,ICTNWK508,"Install, operate and troubleshoot medium enterprise switches",Current,AUV05,90
1858,ICTNWK509,Design and implement a security perimeter for ICT networks,Current,AUV04,60
1859,ICTNWK510,"Develop, implement and evaluate system and application security",Current,AUV01,55
1860,ICTNWK511,Manage network security,Current,AUU97,45
1861,ICTNWK513,Manage system security,Current,AUU98,45
1862,ICTNWK514,Model preferred system solutions,Current,AUV10,35
1863,ICTNWK515,Develop configuration management protocols,Current,AUV16,30
1864,ICTNWK516,Determine best-fit topology for a local network,Current,AUV21,20
1865,ICTNWK517,Determine best-fit topology for a wide area network,Current,AUV07,20
1866,ICTNWK518,Design an enterprise wireless local area network,Current,AUV20,25
1867,ICTNWK519,Design an ICT security framework,Current,AUP45,25
1868,ICTNWK520,Design ICT system security controls,Current,AUV17,30
1869,ICTNWK521,"Install, configure and test a payment gateway",Current,AUV13,30
1870,ICTNWK522,Build decks using wireless markup language,Current,AUV34,30
1871,ICTNWK524,Install and configure network access storage devices,Current,AUV12,40
1872,ICTNWK525,Configure an enterprise virtual computing environment,Current,AUV27,60
1873,ICTNWK527,Manage an enterprise virtual computing environment,Current,AUV11,60
1874,ICTNWK529,Install and manage complex ICT networks,Current,AUV29,55
1875,ICTNWK531,Configure an internet gateway,Current,AUV18,20
1876,ICTNWK532,Identify and resolve network problems,Current,AUV24,30
1877,ICTNWK533,Configure and manage advanced virtual computing environments,Current,AUV15,35
1878,ICTNWK534,Monitor and troubleshoot virtual computing environments,Current,AUV26,35
1879,ICTNWK535,Install an enterprise virtual computing environment,Current,AUV23,50
1880,ICTNWK601,Design and implement a security system,Current,AUV14,90
1881,ICTNWK602,"Plan, configure and test advanced server-based security",Current,AUV25,80
1882,ICTNWK603,"Plan, configure and test advanced internetwork routing solutions",Current,AUV22,120
1883,ICTNWK604,Plan and configure advanced internetwork switching solutions,Current,AUV19,120
1884,ICTNWK605,Design and configure secure integrated wireless systems,Current,AUV32,40
1885,ICTNWK606,Implement voice applications over secure wireless networks,Current,AUV28,40
1886,ICTNWK607,Design and implement wireless network security,Current,AUV30,60
1887,ICTNWK608,Configure network devices for a secure network infrastructure,Current,AUV44,40
1888,ICTNWK609,Configure and manage intrusion prevention system on network sensors,Current,AUV31,40
1889,ICTNWK610,Design and build integrated VoIP networks,Current,AUV37,50
1890,ICTNWK611,Configure call processing network elements for secure VoIP networks,Current,AUV38,40
1891,ICTNWK612,Plan and manage troubleshooting advanced integrated IP networks,Current,AUV33,120
1892,ICTNWK613,Develop plans to manage structured troubleshooting process of enterprise networks,Current,AUV36,40
1893,ICTNWK614,Manage ICT security,Current,AUV42,70
1894,ICTNWK615,Design and configure desktop virtualisation,Current,AUV43,70
1895,ICTNWK616,"Manage security, privacy and compliance of cloud service deployment",Current,AUX08,35
1896,ICTPMG401,Support small scale ICT projects,Current,AUV40,60
1897,ICTPMG501,Manage ICT projects,Current,AUV39,80
1898,ICTPMG601,Establish ICT project governance,Current,AUV35,40
1899,ICTPMG602,Manage ICT project initiation,Current,AUV41,40
1900,ICTPMG603,Manage ICT project planning,Current,AUV66,40
1901,ICTPMG604,Manage ICT project delivery,Current,AUV46,40
1902,ICTPMG605,Manage ICT project closure,Current,AUV45,40
1903,ICTPMG606,Manage ICT project quality,Current,AUV47,40
1904,ICTPMG607,Manage and control ICT project risks,Current,AUV56,40
1905,ICTPMG608,Manage ICT project systems implementation,Current,AUV48,40
1906,ICTPMG609,Plan and direct complex ICT projects,Current,AUV55,80
1907,ICTPRG302,Apply introductory programming techniques,Current,AUV54,40
1908,ICTPRG401,Maintain open-source code programs,Current,AUV51,20
1909,ICTPRG402,Apply query language,Current,AUV53,60
1910,ICTPRG403,Develop data-driven applications,Current,AUV67,60
1911,ICTPRG404,Test applications,Current,AUV58,50
1912,ICTPRG405,Automate processes,Current,AUV52,40
1913,ICTPRG406,Apply introductory object-oriented language skills,Current,AUV65,60
1914,ICTPRG407,Write script for software applications,Current,AUV49,40
1915,ICTPRG409,Develop mobile applications,Current,AUV57,50
1916,ICTPRG410,Build a user interface,Current,AUV50,50
1917,ICTPRG412,Configure and maintain databases,Current,AUV87,50
1918,ICTPRG413,Use a library or pre-existing components,Current,AUV59,35
1919,ICTPRG414,Apply introductory programming skills in another language,Current,AUV79,60
1920,ICTPRG415,Apply skills in object-oriented design,Current,AUV61,35
1921,ICTPRG416,Manage a software component re-use library,Current,AUV64,35
1922,ICTPRG417,Apply mathematical techniques for software development,Current,AUV69,20
1923,ICTPRG418,Apply intermediate programming skills in another language,Current,AUV62,60
1924,ICTPRG419,Analyse software requirements,Current,AUV60,60
1925,ICTPRG425,Use structured query language,Current,AUV63,55
1926,ICTPRG426,Prepare software development review,Current,AUV73,25
1927,ICTPRG427,Use XML effectively,Current,AUV72,50
1928,ICTPRG428,Use regular expressions in programming languages,Current,AUV70,40
1929,ICTPRG501,Apply advanced object-oriented language skills,Current,AUV71,80
1930,ICTPRG502,Manage a project using software management tools,Current,AUV75,60
1931,ICTPRG503,Debug and monitor applications,Current,AUV76,40
1932,ICTPRG504,Deploy an application to a production environment,Current,AUV81,40
1933,ICTPRG505,Build advanced user interface,Current,AUV68,60
1934,ICTPRG506,Design application architecture,Current,AUV83,40
1935,ICTPRG507,Implement security for applications,Current,AUV80,50
1936,ICTPRG508,Create mashups,Current,AUV77,50
1937,ICTPRG509,Build using rapid application development,Current,AUV85,35
1938,ICTPRG510,Maintain custom software,Current,AUV74,35
1939,ICTPRG511,Monitor and support data conversion to new ICT system,Current,AUV82,10
1940,ICTPRG512,Prepare for the build phase of an ICT system,Current,AUV90,20
1941,ICTPRG513,Coordinate the build phase of an ICT system,Current,AUV78,20
1942,ICTPRG514,Prepare for software development using rapid application development,Current,AUV84,25
1943,ICTPRG515,Review developed software,Current,AUV92,25
1944,ICTPRG516,Develop integration blueprint for ICT systems,Current,AUV89,20
1945,ICTPRG517,"Install, test and evaluate pilot version of ICT system",Current,AUV99,20
1946,ICTPRG518,Monitor the system pilot,Current,AUV96,20
1947,ICTPRG520,Validate an application design against specifications,Current,AUV98,40
1948,ICTPRG523,Apply advanced programming skills in another language,Current,AUW10,80
1949,ICTPRG524,Develop high-level object-oriented class specifications,Current,AUV93,45
1950,ICTPRG525,Build Java applets,Current,AUV88,30
1951,ICTPRG526,Maintain functionality of legacy code programs,Current,AUV86,40
1952,ICTPRG527,Apply intermediate object-oriented language skills,Current,AUV94,50
1953,ICTPRG528,Perform ICT data conversion,Current,AUV91,20
1954,ICTPRG529,Apply testing techniques for software development,Current,AUV95,40
1955,ICTPRG601,Develop advanced mobile multi-touch applications,Current,AUW04,80
1956,ICTPRG602,Manage the development of technical solutions from business specifications,Current,AUW05,40
1957,ICTPRG604,Create cloud computing services,Current,AUW00,60
1958,ICTRFN801,Produce a radio link budget,Current,AUV97,45
1959,ICTSAD401,Develop and present feasibility reports,Current,AUX16,25
1960,ICTSAD501,Model data objects,Current,AUW15,30
1961,ICTSAD502,Model data processes,Current,AUW01,30
1962,ICTSAD503,Minimise risk of new technologies to business solutions,Current,AUW03,30
1963,ICTSAD504,Implement quality assurance processes for business solutions,Current,AUW06,30
1964,ICTSAD505,Develop technical requirements for business solutions,Current,AUW11,30
1965,ICTSAD506,Produce a feasibility report,Current,AUW08,30
1966,ICTSAD601,Perform ICT-focused enterprise analysis,Current,AUW17,40
1967,ICTSAD602,Conduct knowledge audits,Current,AUW02,40
1968,ICTSAD603,Plan and monitor business analysis activities in an ICT environment,Current,AUW07,40
1969,ICTSAD604,Manage and communicate ICT solutions,Current,AUX15,40
1970,ICTSAD605,Elicit ICT requirements,Current,AUW09,40
1971,ICTSAD606,Analyse stakeholder requirements,Current,AUW33,40
1972,ICTSAD607,Manage assessment and validation of ICT solutions,Current,AUW14,40
1973,ICTSAS201,"Maintain inventories for equipment, software and documentation",Current,AUW30,15
1974,ICTSAS202,Apply problem-solving techniques to routine ICT malfunctions,Current,AUW12,20
1975,ICTSAS203,Connect hardware peripherals,Current,AUX10,25
1976,ICTSAS204,Record client support requirements,Current,AUW32,15
1977,ICTSAS205,Maintain ICT system integrity,Current,AUW16,20
1978,ICTSAS206,Detect and protect from spam and destructive software,Current,AUW18,10
1979,ICTSAS207,Protect and secure information assets,Current,AUW13,15
1980,ICTSAS208,Maintain ICT equipment and consumables,Current,AUW34,15
1981,ICTSAS209,Connect and use a home based local wireless network,Current,AUW27,30
1982,ICTSAS301,Run standard diagnostic tests,Current,AUW35,15
1983,ICTSAS303,Care for computer hardware,Current,AUW21,20
1984,ICTSAS304,Provide basic system administration,Current,AUW20,25
1985,ICTSAS305,Provide ICT advice to clients,Current,AUX02,35
1986,ICTSAS306,Maintain equipment and software,Current,AUW19,25
1987,ICTSAS307,"Install, configure and secure a small office or home office network",Current,AUW23,50
1988,ICTSAS401,Perform unit test for a class,Current,AUW25,40
1989,ICTSAS402,Implement configuration management strategies,Current,AUW22,25
1990,ICTSAS403,Review site environmental factors prior to ICT system implementation,Current,AUW24,15
1991,ICTSAS404,Acquire ICT system components,Current,AUW28,15
1992,ICTSAS405,Identify and evaluate ICT industry vendor technologies,Current,AUW39,15
1993,ICTSAS406,Implement and hand over system components,Current,AUW26,20
1994,ICTSAS407,Conduct pre-installation audit for software installation,Current,AUW31,25
1995,ICTSAS408,Complete data transition in data migration process,Current,AUW29,25
1996,ICTSAS409,Manage risks involving ICT systems and technology,Current,AUW37,20
1997,ICTSAS410,Identify and resolve client ICT problems,Current,AUW54,35
1998,ICTSAS411,Assist with policy development for client support procedures,Current,AUW56,15
1999,ICTSAS412,Action change requests,Current,AUW52,45
2000,ICTSAS413,Manage resolution of system faults on a live system,Current,AUW36,35
2001,ICTSAS414,Evaluate system status,Current,AUW38,20
2002,ICTSAS415,Optimise ICT system performance,Current,AUW41,30
2003,ICTSAS416,Implement maintenance procedures,Current,AUW45,10
2004,ICTSAS417,Undertake ICT system capacity planning,Current,AUW59,50
2005,ICTSAS418,Monitor and administer security of an ICT system,Current,AUW40,20
2006,ICTSAS419,Support system software,Current,AUW43,45
2007,ICTSAS420,Provide first-level remote help desk support,Current,AUW42,35
2008,ICTSAS421,Support users and troubleshoot desktop applications,Current,AUW44,20
2009,ICTSAS422,Scope implementation requirements,Current,AUW60,15
2010,ICTSAS424,Support different operating systems,Current,AUW46,40
2011,ICTSAS425,Configure and troubleshoot operating system software,Current,AUW47,40
2012,ICTSAS426,"Locate and troubleshoot ICT equipment, system and software faults",Current,AUW48,40
2013,ICTSAS501,"Develop, implement and evaluate an incident response plan",Current,AUW66,25
2014,ICTSAS502,Establish and maintain client user liaison,Current,AUW51,20
2015,ICTSAS503,Perform systems tests,Current,AUW50,25
2016,ICTSAS504,Develop and conduct client acceptance test,Current,AUW53,25
2017,ICTSAS505,Review and update disaster recovery and contingency plans,Current,AUW49,30
2018,ICTSAS506,Update ICT system operational procedures,Current,AUW64,30
2019,ICTSAS507,Implement and evaluate systems for regulatory and standards compliance,Current,AUW63,15
2020,ICTSAS509,Provide client ICT support services,Current,AUW62,20
2021,ICTSAS510,Review and develop ICT maintenance strategy,Current,AUW58,35
2022,ICTSAS511,Prioritise ICT change requests,Current,AUW65,15
2023,ICTSAS512,Review and manage delivery of maintenance services,Current,AUW68,25
2024,ICTSAS513,Develop detailed test plans,Current,AUW55,30
2025,ICTSAS514,Perform integration tests,Current,AUW57,25
2026,ICTSAS515,Manage the testing process,Current,AUX07,15
2027,ICTSAS516,Perform stress and load tests on integrated platforms,Current,AUW78,25
2028,ICTSAS517,Use network tools,Current,AUW61,50
2029,ICTSAS518,Install and upgrade operating systems,Current,AUW77,50
2030,ICTSAS601,Implement change management processes,Current,AUW67,30
2031,ICTSUS801,Plan and manage virtualisation for ICT sustainability,Current,AUW74,80
2032,ICTSUS802,Conduct a business case study for integrating sustainability in ICT planning and design projects,Current,AUW69,80
2033,ICTSUS803,Research strategies using SAP solutions for sustainable economic and environmental outcomes,Current,AUW72,80
2034,ICTSUS804,Use ICT to improve sustainability outcomes,Current,AUW70,45
2035,ICTTEN801,Plan a transmission network,Current,AUX14,55
2036,ICTTEN802,Manage alignment of systems with product and technology strategy,Current,AUW71,35
2037,ICTTEN803,Translate domain and solution architectures into platform requirements and designs,Current,AUW81,55
2038,ICTTEN804,Manage end to end architectural solutions across multiple domains,Current,AUW84,55
2039,ICTTEN805,Manage solution architecture and impacts in line with organisational processes,Current,AUW80,55
2040,ICTTEN806,Manage application layer solutions,Current,AUW79,55
2041,ICTTEN807,"Manage voice, data and internet protocol network solutions",Current,AUP47,55
2042,ICTTEN808,Manage network testing strategies,Current,AUW75,55
2043,ICTTEN809,Analyse business specifications to produce technical solutions,Current,AUW73,55
2044,ICTWEB201,Use social media tools for collaboration and engagement,Current,AUW83,20
2045,ICTWEB301,Create a simple markup language document,Current,AUW82,30
2046,ICTWEB302,Build simple websites using commercial programs,Current,AUX25,50
2047,ICTWEB303,Produce digital images for the web,Current,AUW76,30
2048,ICTWEB401,Design a website to meet technical requirements,Current,AUP74,40
2049,ICTWEB402,Confirm accessibility of websites for people with special needs,Current,AUP79,10
2050,ICTWEB403,Transfer content to a website using commercial packages,Current,AUP81,20
2051,ICTWEB404,Maintain website performance,Current,AUP78,30
2052,ICTWEB405,Monitor traffic and compile website traffic reports,Current,AUP77,15
2053,ICTWEB406,Create website testing procedures,Current,AUP80,20
2054,ICTWEB407,Conduct operational acceptance tests of websites,Current,AUP84,20
2055,ICTWEB408,Ensure basic website security,Current,AUP88,20
2056,ICTWEB409,Develop cascading style sheets,Current,AUP85,20
2057,ICTWEB410,Apply web authoring tool to convert client data for websites,Current,AUP82,20
2058,ICTWEB411,Produce basic client-side script for dynamic web pages,Current,AUP86,40
2059,ICTWEB412,Produce interactive web animation,Current,AUP83,80
2060,ICTWEB413,Optimise search engines,Current,AUP92,50
2061,ICTWEB414,Design simple web page layouts,Current,AUP91,50
2062,ICTWEB415,Produce server-side script for dynamic web pages,Current,AUP87,60
2063,ICTWEB416,Customise content management system,Current,AUQ04,80
2064,ICTWEB417,Integrate social web technologies,Current,AUP94,40
2065,ICTWEB418,Use development software and ICT tools to build a basic website,Current,AUP89,20
2066,ICTWEB419,Develop guidelines for uploading information to a website,Current,AUP97,20
2067,ICTWEB420,Write content for web pages,Current,AUP90,30
2068,ICTWEB421,Ensure website content meets technical protocols and standards,Current,AUP98,30
2069,ICTWEB422,Ensure website access and useability,Current,AUP95,15
2070,ICTWEB423,Ensure dynamic website security,Current,AUP93,25
2071,ICTWEB424,Evaluate and select a web hosting service,Current,AUQ03,15
2072,ICTWEB425,Apply structured query language to extract and manipulate data,Current,AUP96,60
2073,ICTWEB429,Create a markup language document to specification,Current,AUP99,20
2074,ICTWEB501,Build a dynamic website,Current,AUW85,30
2075,ICTWEB502,Create dynamic web pages,Current,AUQ05,30
2076,ICTWEB503,Create web-based programs,Current,AUW88,60
2077,ICTWEB504,Build a document using eXtensible markup language,Current,AUW97,30
2078,ICTWEB505,Develop complex web page layouts,Current,AUW87,40
2079,ICTWEB506,Develop complex cascading style sheets,Current,AUW89,40
2080,ICTWEB507,Customise a complex ICT content management system,Current,AUW90,80
2081,ICTWEB508,Develop website information architecture,Current,AUW86,30
2082,ICTWEB509,Use site server tools for transaction management,Current,AUW93,20
2083,ICTWEB510,Analyse information and assign meta tags,Current,AUQ02,20
2084,ICTWEB511,Implement quality assurance process for websites,Current,AUW91,20
2085,ICTWEB512,Administer business websites and servers,Current,AUW94,30
2086,ICTWEB515,Implement and use web services,Current,AUW92,50
2087,ICTWEB516,Research and apply emerging web technology trends,Current,AUW95,80
2088,ICTSS00077,Telecommunications Linesworker Copper Skill Set   ,Current,,
2089,ICTSS00078,Telecommunications Linesworker Fibre Skill Set   ,Current,,
2090,ICTSS00080,Copper Cable Jointer Skill Set   ,Current,,
2091,ICTSS00083,Underground Installations Skill Set   ,Current,,
2092,ICTSS00084,Basic Open Cabler Registration Skill Set   ,Current,,
2093,ICTSS00085,Basic Restricted Cabler Registration Skill Set   ,Current,,
2094,ICTSS00086,ACMA Advanced Cabler Registration Skill Set   ,Current,,
2095,ICTSS00087,Basic Technician Network Build and Operate Skill Set   ,Current,,
2096,ICTSS00091,Radio Technician Skill Set   ,Current,,
2097,ICTSS00092,Technical Help Desk Support Skill Set   ,Current,,
2098,ICTSS00093,Telecommunications Linesworker HFC Skill Set   ,Current,,
2099,ICTSS00094,Technician Fibre Skill Set   ,Current,,
2100,ICTSS00095,Fibre Splicer Skill Set   ,Current,,
2101,ICTSS00096,Technician Hybrid Fibre Coaxial Skill Set   ,Current,,
2102,ICTSS00097,Telecommunications Customer Service Technician - HFC Technician Skill Set   ,Current,,
2103,ICTSS00098,Network Technician HFC Skill Set   ,Current,,
2104,ICTSS00099,Cloud Design and Configuration Skill Set   ,Current,,
2105,ICTSS00100,Cloud Implementation and Maintenance Skill Set   ,Current,,
2106,ICTSS00101,Cyber Incident Response Skill Set   ,Current,,
2107,ICTSS00102,Cyber Incident Threat Detection and Prevention Skill Set   ,Current,,
2108,ICTSS00103,Cyber Security Strategy and Governance Skill Set   ,Current,,
2109,ICTSS00104,Data Analysis Skill Set   ,Current,,
2110,ICTSS00105,Internet of Things Developer Skill Set   ,Current,,
2111,ICTSS00106,Introductory Tools and Applications Skill Set   ,Current,,
2112,ICTSS00107,Introductory Help Desk Skill Set   ,Current,,
